34,AT4G15690.1
3,AT3G55450.1
12,AT1G02930.2
18,AT1G79500.3
29,AT5G24850.1
38,AT5G06870.1
44,AT5G41460.1
52,AT5G01820.1
58,AT4G08870.1
64,AT1G75100.1
4,AT2G05630.1
8,AT2G29650.2
17,AT5G06690.1
25,AT3G17609.2
