transcript,lineB_time_x,lineB_time_y
AT2G38600.2,1.53699384806139,2.74480590444086
AT2G38600.1,0.806361417432593,0.670079088684063
AT4G08295.1,1.02466256537426,4.46918549519198
AT1G62420.1,1.07514855657679,0
AT5G04480.1,632.563659699912,689.607918388913
AT3G01435.2,38.7342031321652,22.9989881599315
AT5G04480.2,444.11173636759,549.099483938877
AT5G46820.1,47.8048637285645,88.7715364242105
AT1G09247.1,2.36859826109525,2.58981318920242
AT5G37670.1,47.9601328035547,41.9713519392594
AT1G58390.1,8.99996280073787,9.13025839322181
AT4G15030.3,0,0
AT1G60890.1,1376.43943164143,828.484986208708
AT5G51720.1,1105.83869677216,6996.98617935652
AT1G59910.1,727.264580688389,841.421873823333
AT5G17910.3,0,50.582851667553
AT1G75500.1,6131.98419715475,4461.28519076887
AT1G75500.2,0,0
AT4G00450.1,805.514513835243,1281.21045974933
AT1G26840.1,327.169998590549,199.310308196415
AT1G73700.1,12.8752418527412,8.20538359827126
AT2G48150.1,0,4.54297487039079
AT2G48150.2,8.45727959048783,6.78844868975697
AT4G18890.2,29.5337496788347,27.5227747782967
AT4G18890.1,399.335916658405,257.593484413328
AT1G59900.2,48.5620805053181,97.8502379165252
AT1G34580.2,10.5116747827884,36.284979510939
AT1G34580.1,49.734302903028,83.0423277396709
AT1G59900.1,4533.85465738063,4389.8411173256
AT5G18660.1,11323.7644752804,7423.46776031749
AT1G10417.2,44.1150159766012,22.676235797031
AT5G26250.1,0,0
AT1G04980.1,1543.62621973213,455.595079817893
AT3G01960.1,76.0942352522752,139.897307655143
AT1G70000.1,360.47416649678,158.053452848335
AT5G22780.2,0,0
AT1G70740.2,0.671338367775817,1.17634538761751
AT5G22780.1,3082.44890870125,2384.22659913904
AT5G24580.3,101.000758165488,144.363439507837
AT5G24580.1,25.9283612445064,51.9131308386206
AT5G24580.5,46.214754007268,123.878788160905
AT5G44350.1,6.10511625334339,3.50490840767672
AT4G19500.2,0,0
AT4G19500.1,8.96713182324589,19.2361546967111
AT1G03980.1,5.64452992202813,0.33503954434203
AT1G03980.3,6.96192479156888,6.20887276660674
AT1G03980.2,20.1488860136407,29.673143686631
AT1G03980.4,0,0
AT3G04720.1,383.333585184911,330.593687320404
AT1G06890.1,270.790064826252,351.422724175191
AT1G06890.2,1087.49739140055,451.877820431525
AT1G06890.3,496.86595328187,378.505380465386
AT1G06890.4,284.963858476136,234.751876516059
AT3G15940.1,1050.72286275918,356.982845904504
AT3G15940.2,249.608455496767,356.947625223167
AT2G18915.1,0,12.5476841345868
AT1G04420.1,7843.46497862944,8181.3935027341
AT1G03990.1,5.70130606454242,5.66965863798531
AT5G03840.1,10.4233266229515,32.9852051895058
AT3G28956.11,6.65027851352252,14.3527873143955
AT3G28956.10,1.4108177404647,1.77263510110275
AT1G35320.1,0,0
AT1G35320.2,0.671338367775817,2.4958429167392
AT1G35320.3,0,0
AT1G16780.1,1117.89475903285,722.992777267654
AT1G16780.3,0,1.19257942697049
AT1G16780.2,0,139.376450446285
AT2G40840.1,15455.1368009719,1825.09056295678
AT5G57090.2,0,0
AT5G57090.1,2.61214240463818,8.23582382299394
AT4G08990.1,0,1.19257942697049
AT5G41150.4,117.997554084303,127.829532121103
AT5G42400.3,191.704647207559,13.081958760058
AT3G48360.2,2098.41866027169,2136.29139275462
AT3G50840.2,13.3775061036086,10.0163526399195
AT3G45710.1,15.918989582995,39.8685836536901
AT3G50840.3,40.8884279579303,19.099903625791
AT1G78200.4,309.017968167107,212.853023677848
AT1G29850.3,27.7027256960278,39.6414159528035
AT1G29850.2,1856.71776626951,1499.62771703615
AT1G29850.1,1311.61346021415,1898.8985487551
AT5G41150.1,314.680367727163,261.285089877308
AT1G12010.1,0,0
AT1G72450.2,169.05174188,110.813106003705
AT1G72450.1,1031.47760468202,1279.01853588858
AT4G39530.1,228.296739371667,187.639189575434
AT5G55730.1,2221.28860710337,965.109164322789
AT1G12000.1,4671.04341858922,3476.47604708269
AT1G77330.1,50.0472081412438,85.7552541664429
AT1G06080.2,0,30.8171629888724
AT2G01310.1,7.75063119529093,4.30537270544137
AT1G06080.1,75.4216767947398,19.1002413834431
AT4G34930.1,116.224347604456,121.61565046947
AT5G67320.1,2215.71151025116,2287.25022384602
AT1G50140.1,863.370071503194,1041.36198753624
AT1G50140.3,59.4134455481597,0
AT1G50140.2,927.872292093788,992.388153944362
AT1G50140.5,32.1369674005935,35.273919309293
AT1G50140.4,30.303425497448,35.2896735976639
AT3G09780.1,74.1787519518335,192.382425315468
AT5G06210.1,366.882047865235,581.150818988063
AT3G23670.1,1276.17053064586,697.71087015983
AT4G10140.1,378.221744532597,385.411936603013
AT2G08780.1,1.02466256537426,3.4109381352135
AT3G28970.1,591.674992711532,565.905112063165
AT5G23510.2,0,0
AT5G23510.3,186.999659736306,130.130397753907
AT1G80190.2,4.77757661116359,6.9513019775435
AT2G47020.1,239.845885595376,347.938662280667
AT2G47020.3,14.1649146767516,10.5476730527181
AT2G47020.2,6.1719982980871,6.13113653349651
AT2G47020.5,10.5041256713073,14.2360953964278
AT2G20050.1,1370.55095027362,1217.05316336242
AT2G26200.1,803.337009290955,612.025066982029
AT2G26200.2,122.802523179579,34.2607649671142
AT4G15030.2,4.08858322967724,5.05270827625363
AT4G15030.1,695.108699313916,800.066479600567
AT3G18790.1,1362.98114043806,1489.80407467423
AT2G40350.2,32.9749397057584,0
AT2G40350.1,6.99349680889151,0.670079088684063
AT2G45720.4,36.2673793819264,30.4696279832095
AT2G45720.5,344.378738738373,153.900740389771
AT4G28910.2,1345.76026783439,1314.24500777593
AT1G58150.1,0,0
AT1G29395.1,2982.87279410609,91.4947221784409
AT1G27940.2,98.0927622079308,77.5176627530817
AT1G27940.1,169.07358740012,175.497774771686
AT2G45720.3,13.9769312354983,10.2308954017124
AT2G04790.12,7.65091817305524,10.0615876510491
AT2G04790.13,2.7459064941256,5.72278736493769
AT3G47660.2,21.200011664376,19.511131300242
AT4G12040.1,975.205734865769,870.205836477495
AT3G47660.6,0,2.38515885394097
AT1G11790.2,176.241961244373,0
AT1G11790.1,2088.06846077782,1222.47908071526
AT1G50780.1,7.89324222683844,5.53927342890472
AT5G01060.3,2.68535347110327,1.67519772171016
AT3G51850.2,10.6063177434721,141.818479221351
AT3G51850.3,140.409589828752,394.127472917298
AT3G03570.1,733.263426324853,812.503893136788
AT4G25640.1,1514.73853701259,1065.97972886331
AT5G16150.1,552.798555763043,425.227421577699
AT5G16150.2,713.083271259374,575.319103943207
AT5G16150.3,3535.78421021465,3613.43622650952
AT5G41920.1,580.921937222318,180.466443765514
AT1G78420.1,1039.33945994452,988.548381128951
AT1G78420.2,2.7030084848138,0
AT5G13880.1,90.1911644057526,75.7953553670753
AT1G23780.1,886.579320574482,961.349242508734
AT5G42690.4,25.7566961159749,23.3653942876856
AT5G42690.5,1.00700755166372,0
AT5G42690.2,0,0
AT1G08980.1,2731.21466248643,2241.83067939051
AT5G42690.1,52.0424258819202,100.119227166986
AT3G52630.2,245.737736541455,131.861569565186
AT3G05152.1,0,0
AT5G28830.1,410.99885768867,389.631329086312
AT2G04955.1,59.8939513187969,44.1272820950558
AT3G02400.1,275.095927600022,439.066856965741
AT1G28220.1,8.51531469317147,1.34015817736813
AT1G23790.1,480.06278927247,290.431656889968
AT1G24793.1,0,3.85964909830111
AT3G08840.9,178.876029099753,220.941770437214
AT3G08840.8,43.995061578567,79.8174442887303
AT3G08840.3,42.3608291086639,57.5588906290271
AT3G08840.2,141.385779007937,62.165090932781
AT3G08840.1,495.878082469019,174.370183485864
AT3G08840.7,41.6845668619046,6.53948570205533
AT3G08840.6,29.8565664672317,37.2223829104852
AT3G08840.5,80.3078864614834,105.847738400433
AT3G08840.4,46.7634987959069,37.6720533755369
AT5G57880.1,116.999132355031,49.5656510376385
AT4G21790.1,2550.55501985607,3240.5681911123
ATMG00130.1,0.537574278288397,0
AT1G21730.1,531.357005450871,368.449634953132
AT4G03400.1,10.2429265140538,12.4010317428785
AT5G03700.1,45.0488513322094,110.46509124706
AT4G03400.2,765.403028257014,942.014036043082
AT5G50770.1,1.53699384806139,0
AT1G70160.1,3577.02826529334,3889.160514441
AT5G64870.1,20.1098037552466,3.30073382339731
AT4G03410.2,199.142335968354,15.6407431235005
AT5G61200.4,129.759704495608,124.759472573701
AT4G03410.1,345.76041831737,464.896836436809
AT5G52740.1,12.3414786758355,12.2592857110457
AT4G00970.1,134.453817955508,262.632979149451
AT5G52740.2,0,0
AT2G14290.1,3.84629804630366,1.45430934709574
AT5G02200.1,18.7506920957442,11.8474694355575
AT1G31820.1,208.083678936134,206.521225325833
AT1G05680.1,8.29579345547006,38.3139584213096
AT3G26950.1,1323.22955175914,1207.98166886314
AT3G18710.1,530.245175945009,218.194480650852
AT4G35870.1,464.292817483563,456.800426177287
AT1G18880.1,190.901474964955,212.908771955146
AT2G17033.4,700.784149112591,840.245130716419
AT4G11900.10,0,0
AT3G46000.1,1722.85252138093,1135.74551841254
AT2G17033.1,414.772454117695,534.409879935288
AT2G17033.2,315.020334729619,448.964309680271
AT2G17033.3,584.870106562765,252.615895915165
AT2G29390.6,39.7742017924945,39.8697057767017
AT2G29390.4,164.137965649365,2.40235239525803
AT2G29390.3,601.664892780497,438.560850930424
AT2G29390.2,207.239532575213,150.46615734569
AT2G29390.1,28.5318806304722,0
AT2G21370.1,1238.06844595397,734.569485333369
AT2G16460.1,668.074531271528,568.759020784129
AT2G21370.2,570.660161312202,505.864430193882
AT2G21370.4,10.7476698148502,16.8781109538933
AT4G19200.1,3552.79922420098,4563.26553776874
AT5G36210.1,3161.38613410353,2907.40791083964
AT4G04614.1,488.617044691003,691.819767689468
AT4G38000.1,10.5634197341603,11.7402524796886
AT4G05030.2,0.806361417432593,0
AT5G65260.1,1979.26665851712,2333.9293479785
AT4G04614.2,103.442334270591,294.462390749531
AT3G54470.1,4978.41771848023,4104.88059980486
AT4G08170.2,399.246508539982,277.455106719162
AT4G37310.1,1439.40135724743,1310.79758841754
AT2G23250.1,1.07514855657679,0
AT1G20691.2,0,0
AT1G20691.1,35.9568023615362,51.293497735319
AT2G30350.1,102.776244693681,39.8047158482973
AT2G01540.1,330.54946367417,316.791474957383
AT2G30350.2,348.358514832692,459.644141857342
AT5G41680.1,2.90491357921429,3.03900390327206
AT4G39090.1,10688.6131852586,3689.28332464241
AT1G66140.1,628.801494900905,756.44310761304
AT3G59220.1,7.05282974215414,12.4432793980607
AT1G19170.1,591.519748558347,582.144893928271
AT4G29100.1,1030.45529525628,421.613542792345
AT4G30825.1,1788.95499828241,1614.77798115967
AT5G18940.1,1033.9407199935,1022.05181324866
AT5G23600.1,19.7488527053478,21.7482316528033
AT1G33720.2,17.5102463027669,19.2066739739525
AT1G33720.3,121.57591199986,58.0445719864945
AT1G33720.1,0,0
AT2G41430.1,169.848607047282,371.599949066911
AT1G33720.4,18.2775254618054,37.8483916745571
AT1G33720.5,31.161682698356,0
AT2G09255.1,0,0.670079088684063
AT2G47630.1,89.1386243132093,330.582312674025
AT3G11280.1,368.284311028776,870.072651564629
AT2G47630.3,381.409012420881,256.094160850539
AT1G30960.1,266.949190809049,409.495370295587
AT1G54110.2,7.79482703518173,9.06735008979317
AT1G54110.3,141.46619916694,110.314187383063
AT1G04133.1,1.56223684366266,3.39075723794911
AT3G62550.1,3877.56740588019,111.690727353774
AT3G27850.1,11141.6413459789,9148.24821743975
AT2G02147.1,1.07514855657679,7.54855119299284
AT1G33040.1,4007.91542195021,3851.92015981449
AT5G16050.1,3928.53111875954,3343.60344915106
AT5G16050.2,50.0147083992983,40.2047453210437
AT3G01170.1,461.655432083324,399.054379368693
AT3G01170.2,15.3208669312193,22.6485320848707
AT2G27590.1,510.305481343453,526.25516002251
AT1G67680.1,2253.28600233082,2487.63740098919
AT5G16810.2,115.877133154727,180.245236473709
AT4G05000.3,133.109848038913,55.6805203885073
AT4G05000.2,264.400240608536,345.140727649273
AT4G05000.1,31.8885724693513,26.1330844586785
AT1G68040.1,0,0
AT5G17420.1,453.543674084226,521.521694438721
AT1G04050.2,90.7123333314298,94.5501890286632
AT1G04050.3,15.8469597358799,33.4373832595228
AT1G04050.1,74.8185229518217,86.4289423553861
AT1G08590.1,8.35382855815369,13.4154502013988
AT5G53530.1,1204.86631542387,1078.74148735045
at1g09213,1.02466256537426,0
AT4G14570.1,2256.36441840534,1457.13571211421
AT3G58500.1,4022.24884331046,5207.92921738337
AT3G06790.1,35.6438971233205,185.407057465902
AT4G15765.4,18.2775254618054,9.5406354157639
AT3G06790.2,784.537314087565,956.86289111948
AT4G15765.2,16.0615617441328,20.1867053498387
AT4G15765.3,12.4260157342897,21.9707012736937
AT5G25570.1,38.3406201063576,41.2335119582637
AT4G22520.1,313.361727846058,436.263873981143
AT4G38320.1,760.871840295744,568.846536593715
AT2G42700.3,332.970754883529,257.13055784464
AT1G78240.2,0,61.7159853457227
AT2G42700.1,48.5594413242156,86.2896376419692
AT2G46560.3,478.636196889346,597.386332461925
AT2G46560.2,3274.96819270103,2651.52458683695
AT2G46560.1,0,142.729907030924
AT1G76200.1,4920.58799938425,5113.80727443388
AT4G24710.2,6.45089133946073,66.8194016582306
AT4G24710.3,29.4593480939495,12.7690191169085
AT1G10230.1,331.085701251469,239.469731592062
AT4G24710.1,102.986754208613,33.3297859824961
AT1G09577.1,0.671338367775817,0
AT5G53710.1,4.51637745391012,1.93644789085337
AT1G18720.1,3277.797516121,1441.20036014359
AT1G55110.3,127.994993450005,27.8082821803886
AT1G18720.2,29.9210860732752,3.52903616285253
at1g01046,30.6996865747678,45.5983052324865
AT1G63150.1,50.5256391887826,85.419113126807
AT1G63150.2,29.643451992071,12.7390586431678
AT2G43200.1,71.2285918732123,168.871121745998
