transcript,lineA_time_x,lineA_time_y
AT1G34844.2,59.590550211438,68.2312781326542
AT1G34844.3,132.112564913183,84.6943243493103
AT1G34844.1,41.9273721984764,32.286347629387
AT3G48280.1,128.90183989344,47.4090518079321
AT4G35165.1,0,0.881393714551623
AT5G54890.1,316.247289645513,311.950219448737
AT1G30740.1,3.02790465205134,5.95096464656861
AT3G44560.2,2.94583861171843,0
AT3G44560.3,0,0
AT5G09695.1,0,1.28745902393666
AT3G04065.1,0,0
AT3G48290.2,20.7339445089856,27.4525731361047
AT3G48290.1,55.7064110403063,9.35575241660423
AT3G51880.5,408.563168594227,383.525041401097
AT3G51880.4,51.1909092093861,103.821124293031
AT3G51880.1,995.127716785258,1755.92928154915
AT3G51880.3,421.745596999416,341.351350456465
AT3G51880.2,235.121096238203,310.020512361011
AT5G16180.2,148.366135180308,330.944899080052
AT5G16180.1,1277.56965604113,1798.08585307683
AT2G16490.1,0,0
AT5G09235.1,1.36734661510785,0
AT4G03080.1,3825.62591335276,2217.19119668011
AT1G75120.1,402.670846906697,414.179238428351
AT3G17590.1,616.150048012876,378.577834953693
AT4G21745.1,0,14.04152173685
AT3G17590.3,39.8240074891939,122.579512264636
AT3G17590.2,4.17337223337922,414.663717572803
AT1G80750.1,1616.17444622491,1689.56184558761
AT2G05320.1,843.203267188826,534.774280493992
AT3G55710.1,478.885126767212,568.442485667599
AT1G74800.1,766.959169827468,665.641806735344
AT3G10320.1,3.20030550758995,12.6145325583107
AT2G20680.1,283.868711245033,314.972114073012
AT3G41768.1,27358.6981096444,8185.88449017308
AT2G44700.1,41.0894070067342,44.7818757477191
AT4G05210.3,0.330936274867775,0.34993160711779
AT3G55700.1,45.8920639277574,14.7703856841435
AT4G05210.1,0,0
AT1G77765.3,12.0447904434181,26.8941078403204
AT4G04223.1,145.389181477974,214.343180204274
AT5G18420.3,140.647916818805,0
AT3G06640.2,15.854638539838,21.6187451656662
AT3G63200.1,1338.00616230234,709.771727133006
AT4G31690.1,0,0
AT2G32580.1,1393.42403475393,1323.30487322917
AT5G20980.2,103.714612675487,183.342765372633
AT3G62700.1,7605.78036776614,3000.84652829714
AT5G20980.1,574.442820986161,435.863309786673
AT4G31840.1,1828.84388710546,1048.91790371894
AT2G44120.1,6497.93813165126,7710.82650085562
AT2G44120.2,1216.30236830167,247.222549461939
AT5G47860.1,1196.42805582985,1250.2125339507
AT5G25880.1,0,24.7474741342435
AT1G18850.1,611.656759730026,451.026443419539
AT5G25880.3,13.9684369175101,5.27523289379545
AT2G09025.1,0.294583861171843,0
AT3G11720.4,85.5413874375631,47.0136947209468
AT1G67990.1,0.54693864604314,0
AT3G11720.1,326.354779902187,163.389704593304
AT3G11720.2,216.15462284182,100.90734527365
AT5G48370.3,1.64081593812942,7.18016264267186
AT5G48370.2,0,11.1978114277693
AT5G48370.1,697.891501997644,270.678426180885
AT1G07590.1,11704.2087975339,20958.6482841169
AT1G76850.1,3573.79215297519,3357.84090939983
AT4G37670.1,100.089269441793,140.988139935469
AT1G69790.1,39.8262606430415,9.19848315860941
AT1G69790.2,5.00792563992133,2.11258925536225
AT4G37670.2,377.076639566421,432.822573459222
AT2G08760.1,30.1730869245023,9.46027882265511
AT4G25480.1,51.8540538663179,0.6035969301035
AT2G07690.2,155.330575476252,174.965803558895
AT5G46115.1,13.0258459428122,11.2631988336232
AT2G07690.1,1061.25158870175,740.41109202981
AT5G63290.1,543.874481781967,300.113452283567
AT1G21560.3,322.727549424753,336.015614137339
AT1G21560.2,653.849210188336,603.826372993742
AT1G21560.1,78.0647232105383,0
AT1G21560.6,0,0
AT1G21560.5,0,0
AT1G21560.4,143.084968448648,97.9575854720438
AT1G30020.1,0,1.77878854950566
AT5G44190.1,1351.5520173963,3228.52256087313
AT4G22235.1,10.941904704795,0
AT2G19690.1,239.443236861986,137.317667290372
AT1G73230.1,6752.39577379794,6502.33303990105
AT2G19690.3,0.898989459061189,11.499609892821
AT2G19690.2,0,37.8999297257197
AT4G23150.1,53.8483999607934,57.1641324984772
AT1G79430.1,17.7274343963525,213.403095781667
AT1G79430.2,579.436111548206,617.119183929242
AT2G28600.1,905.404959672935,1159.94599982203
AT5G18650.1,1415.10331960372,3448.10360947687
AT3G24740.3,75.2112763910187,72.0273936164295
AT2G27610.1,144.235618219049,90.7684286875027
AT1G07880.2,201.487373391339,115.228012435362
AT3G45420.1,199.878685644905,213.03645899047
AT5G51174.1,13.0950662198676,9.17748298575269
AT1G63180.2,41.8284544682744,50.7183176951576
AT1G63180.1,247.164454620853,612.184469201845
AT5G13320.3,118.89636949947,38.0183911398041
AT5G41220.2,98.576212175482,71.392077909698
AT5G41220.3,80.5940970752743,140.453471805145
AT5G41220.1,311.328483932035,418.210641608797
AT2G25170.3,533.882240686327,17.2975599325271
AT1G66250.1,663.670922119289,762.073015837482
AT2G25170.1,851.560969045534,23.2529090110869
AT4G28530.1,8.76104645615905,8.53362369292555
AT2G25170.4,2766.04602088899,4574.85598996821
AT3G63280.2,22.0937895878882,8.04842696370917
AT3G63280.3,0,57.7910718235188
AT3G14610.1,88.8130573876376,123.566491394852
AT3G63280.1,89.9387828701513,83.8613233385421
AT1G01950.4,364.379398531044,232.354587126213
AT3G12810.2,0.883751583515527,0.587595809701083
AT3G12810.1,1796.43546940415,1628.59170537884
AT1G49400.1,767.587250685627,646.724639940356
AT1G01950.1,516.732104970644,932.088607113667
AT4G01610.2,2444.91955028334,1117.1378859381
AT4G01610.1,544.413097480154,217.581175069639
AT2G06185.1,11.3618033555323,6.27676479222398
AT1G04707.1,0.66187254973555,1.28745902393666
AT3G13910.2,0,0
AT1G78000.2,18.3224446424452,51.0106132762768
AT1G78000.3,19.8749992500884,17.8126315769822
AT1G78000.1,0,0
AT1G78000.6,0.294583861171843,11.3384649448985
AT1G78000.7,0,3.76598100681912
AT1G78000.4,0,31.9906372954855
AT1G78000.5,13.8993235444466,24.3852261025949
AT1G08930.1,1267.68290782449,446.866597268094
AT1G30590.2,1299.13817158779,892.924898280049
AT1G08930.2,580.75694460113,3460.71545513573
AT1G79040.1,105835.640128493,128247.303336714
AT1G04517.1,1.36734661510785,0
AT2G19450.1,1404.50818976257,353.537449317218
AT3G60245.1,21084.2496490736,19380.0657336624
AT5G58300.2,20.0781944842671,30.3901971258646
AT5G58300.1,981.700666234259,975.568887228374
AT2G04215.1,13.3581546570162,23.097992356545
AT5G49920.1,0.66187254973555,0
AT5G39830.1,3096.64234653556,2675.07737509493
ATCG00530.1,228.338857004554,180.410024175556
AT1G04080.5,77.6212948298044,96.409949367564
AT1G04080.4,75.4226676349339,167.341142622192
AT1G26230.4,1231.98892492928,207.883406490462
AT1G26230.5,391.585212554726,167.156170439727
AT1G26230.2,154.782216789741,34.0950110941314
AT1G26230.3,217.460569343626,752.375591935678
AT1G04080.3,2329.96684018975,2248.80573593877
AT1G04080.2,1092.13944471129,1424.24390732317
AT1G20830.2,94.0103403925315,144.379651983136
AT1G20830.1,816.798784818519,723.704194729868
AT1G48170.1,545.684029868745,533.483014347789
AT5G59600.1,135.016208587457,134.397106570344
AT4G29670.2,183.739777936483,88.737442854912
AT5G39830.2,1478.12555244346,974.699115604824
AT4G29670.1,4292.63372238694,2934.35159321509
AT4G37235.1,0,0
AT1G05560.1,120.71401775127,516.966733085121
AT5G09685.1,0,0.65173007216954
AT2G09370.1,0.992808824603327,6.60782355205125
AT1G64750.3,76.1871948994724,141.956550445314
AT1G64750.2,1783.31130484622,2196.50324925029
AT1G64750.1,115.520071682013,139.701944436289
AT5G09300.2,92.7845130658864,20.9941480627059
AT5G09300.4,52.6682710326544,15.1765807743873
at2g10606,6.84123729880767,1.19119273980458
AT2G35850.1,34.1273591416294,44.8400069946938
AT4G08310.1,1331.45487017044,1412.02887315731
AT4G17540.1,735.301624079882,829.762557648081
AT5G57270.3,60.0903234545195,316.957574713959
AT1G31814.1,170.264996224463,258.793478068731
AT5G57270.4,282.351858652284,223.130493122644
AT5G57270.5,29.8616127471806,44.6252211101874
AT3G45577.1,0,0.587595809701083
AT1G27390.2,6.38463346797022,3.66984450354583
AT1G27390.1,1942.97815981188,1473.15893523968
AT5G13420.1,1826.87838980405,2256.81376968386
AT3G49430.5,367.475021998268,307.817018287181
AT3G49430.4,371.243380690052,295.699558708216
AT3G49430.7,290.221960680397,246.198207700287
AT3G49430.6,332.071283824409,259.354210852312
AT3G49430.1,336.07767876631,188.876676162956
AT2G38020.2,161.357951420578,656.838158400568
AT2G38020.1,1357.15400749792,1078.292719054
AT5G38710.2,4.3422885385814,7.55635303681821
AT5G38710.1,34.4838072739241,38.3525811882371
AT1G48760.2,918.099642389192,1179.81396661649
AT3G23840.1,1021.01053883191,1164.05448799765
AT2G23321.1,0.54693864604314,0
AT5G12110.1,786.317949642019,215.071299750245
AT1G74970.1,13567.4150120259,15218.8505465033
AT1G11112.1,63.7313004438701,58.4439460209583
AT2G38780.8,108.067147628946,103.733811700314
AT2G38780.9,81.6831128902625,125.39323247374
AT2G38780.6,57.1843283786855,77.741093784363
AT2G38780.7,114.76976919194,103.035201629464
AT2G38780.4,123.292606300706,110.769090077184
AT2G38780.5,102.176842844846,101.079881632097
AT2G38780.2,78.1583805380816,107.14863185909
AT2G38780.3,42.8337176634703,57.1761385294649
AT2G38780.1,210.196344723855,513.960447975798
AT5G24206.1,24.7330837770939,24.2760557028353
AT1G42960.1,6530.86778107624,6182.1960416303
AT3G47610.1,489.733851445989,1031.52683718415
AT3G03990.1,1733.89769997164,1529.76623140725
AT5G65460.6,0,0
AT2G42980.1,0,0.69986321423558
AT2G41480.1,9.97921886487877,25.844313018967
AT3G19895.1,527.54387315846,561.806999641532
AT1G01290.2,274.799955163156,288.697593901826
AT1G01290.1,208.575648814949,171.463372859915
AT1G42480.3,0.330936274867775,0.34993160711779
AT1G42480.2,50.1134691349055,42.6932881729605
AT1G42480.1,1226.87221660109,563.721736501261
AT3G14395.1,54.2751608082118,99.6122407482575
AT5G07440.1,728.411712064782,580.220272268298
AT1G17870.1,125.427678157568,167.123174617255
AT4G12060.1,4403.22790033052,3485.18880247247
AT5G15180.1,48.1546354503221,41.8838995002198
AT5G07095.1,58.1810131463103,8.94994666893677
AT2G25300.1,374.178479077641,355.248357695186
AT3G57050.4,187.351122542569,641.595013988719
AT2G25300.2,0,0
AT4G30330.1,719.814141842039,571.580987463199
AT5G47040.1,4827.83302612614,7450.28928794091
AT2G41010.1,73.8393186486507,322.607953588407
AT2G17500.3,52.201461497647,0
AT2G17500.2,144.140603998872,51.8648875427065
AT2G17500.1,43.0230088351587,28.3131919556864
AT1G17730.1,966.765919968077,981.991383539213
AT2G17500.4,36.1779387070356,34.7887415120143
AT3G05410.3,32.4042247289027,0
AT3G05410.2,280.551712489154,345.667087269217
AT3G05410.1,525.119987199038,657.868550869824
AT4G00940.1,0,41.9499866421933
AT4G00940.2,75.4486391627569,64.0761517842356
AT1G28680.1,967.394262235351,629.969888860585
AT5G64800.1,74.6874574901343,28.5123660623667
AT1G28680.2,46.6323382983612,52.4479795209293
AT4G31290.1,2630.45470362069,3994.0204295453
AT1G06950.1,14745.4454528546,16492.248794461
AT1G55430.1,0,1.17519161940216
AT1G14520.3,19.3110633839036,17.8316342051315
AT4G15563.1,9.50984203590016,8.3783519796381
AT1G77230.1,454.134727142428,488.88121760848
AT5G42470.1,723.9779941885,856.909043384171
AT1G14520.1,0,0
AT5G20860.2,8.08742058121427,10.8278732294626
AT2G38700.1,1881.37654756668,1734.3550722954
AT2G33585.1,120.180737305305,240.988362212345
AT2G33585.2,9.29595177572501,31.6968840558373
AT5G15100.1,1.3237450994711,3.21051721878166
AT5G64490.1,50.0491058475227,27.2920428086454
AT5G14350.1,202.654028275953,147.260564960904
AT1G15415.1,11.8097856450927,19.7148193798293
AT5G20350.1,2131.5019010901,2308.2694752247
AT4G24420.2,0.992808824603327,0
AT4G24420.3,1.54562413325108,1.207193860207
AT5G55190.1,4362.48204921507,3909.86950985834
AT1G24100.1,5523.25224729315,2021.80253735996
AT3G51171.1,0.589167722343687,0.90539539515525
AT5G49950.1,669.040712883714,590.661826255622
AT4G15563.7,0,4.89904249964907
AT5G46295.1,1.68304501442997,6.64782635305728
AT3G26360.1,585.517612378864,455.990648047155
AT4G21926.1,0,8.2692158637093
AT2G42960.3,83.3160403869269,168.157797835184
AT2G42960.2,16.7323403634728,1.77078798930445
AT2G42960.1,31.4941212841565,30.0277164618649
AT2G42960.5,114.38489122627,71.4687985397864
AT5G21090.1,4573.65040011869,4989.04460874129
